Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Avg_Satisfaction_with_previous_vote,Avg_education_importance,Avg_Residancy_Altitude,%Time_invested_in_work,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,Avg_monthly_income_all_years,Last_school_grades,Political_interest_Total_Score,Number_of_valued_Kneset_members,Most_Important_Issue,Married,Vote
-0.47469749992567994,-0.13423285117270695,0.3316510652851287,0.9724367864031964,0.0002308935580694893,-0.2933068851062358,-0.47469749992568133,1.0994622940879286,0.5299509991561362,0.6805425101733844,0.8767411850595659,-0.44259930820827204,0.7820233513343263,1.3089615565303914,0.8395305587234159,1.0,0.0,4.0
-0.4932151366337119,-0.4423923700811542,-0.14520970559955632,-0.020131462033771363,-0.3651966443469561,-0.9494150512314542,-0.4932151366337119,-0.30378756521813977,-0.33447351049335794,-0.21045253885319093,-0.6814245270051962,-0.44924737426210404,0.2491873426430565,-0.2679789447073722,0.4660156253869689,4.0,1.0,7.0
-0.8034758214717715,-0.5231151972724313,0.14534353895697535,0.21883229582571873,0.9564380820441771,0.8028684938962569,-0.8034758214717708,0.30956301433969013,0.11642209294063945,0.27785137117438796,-0.8872933424301147,-0.5373436726554144,-0.816484674739483,0.3292520081082849,-0.6545291746223721,2.0,0.0,4.0
1.8457346657643499,1.937225088432136,0.41138549903804483,-0.6030883065542445,0.4149157238513044,-0.32749723522932317,1.8457346657643383,0.9477222660474236,0.3179865604612928,1.3182555035075731,0.525137043414957,1.6296955160738056,-0.28364866604821326,0.5530936278094727,-0.6545291746223721,7.0,0.0,0.0
-0.5070085846551603,-0.41981940713736954,-0.09754483402034073,0.023619897297389336,-0.585161240668052,-0.07247844590732222,-0.5070085846551611,-0.22435169240887692,-0.3513100115725936,-0.15775076430786378,-0.7970165505398935,-0.4540976345263235,1.314859360025596,-0.18747671951485395,1.213045492059863,0.0,1.0,7.0
-0.7199823589856084,-0.48140238047172357,0.07306320584942719,-0.011363272321827544,0.07365504502424369,0.7673339899944038,-0.719982358985608,0.017418668095160433,-0.02298810264148025,0.08992539792581475,-1.204030925084408,-0.5179593993811903,0.7820233513343263,-0.013376795334630048,-0.28101424128592517,1.0,1.0,11.0
-0.7700664843587659,-0.5220883618933375,0.09808701691713168,-0.28419944911848594,-0.0673439544370047,0.5058164264739906,-0.770066484358765,0.1544271400221513,-0.028122439605851552,0.40860678195971323,-0.7426772796373633,-0.5299692472705613,-1.3493206834307527,-0.0007894866008704811,-0.6545291746223721,6.0,1.0,5.0
-0.7720177180186036,-0.15593943032854526,0.8964606324245673,0.3669934193965012,0.03548064342338164,0.15615453688857928,-0.7720177180186033,0.830950576152916,0.7253288412071865,0.43642215617316743,0.8369898125696126,-0.5304139574022125,-0.816484674739483,0.7208118638372474,0.09250069205052186,2.0,0.0,4.0
-0.3349974428227182,-0.32546966791508447,-0.11359278157588407,-0.10905374634464238,-0.4800277072269685,0.3134654402566883,-0.3349974428227209,-0.25507375082710837,-0.3905303039311305,-0.10273889389383546,-0.7532098575806372,-0.3873984445516474,-0.816484674739483,-0.2645826116111504,-0.6545291746223721,2.0,1.0,7.0
0.1949089386511567,-0.8913997500067936,-0.9044764669210161,-0.3147465687858164,0.8394520126221807,-0.6481569171719186,0.19490893865115655,-1.9398033278481996,-1.0339479114080452,-2.81795085098395,1.704339011735438,-0.09699415374431819,-0.816484674739483,-1.729136347136065,0.4660156253869689,2.0,1.0,10.0
-1.020224318322412,-0.7762893483490494,-0.1608704899713066,0.37285333325064984,-0.4758716231817133,-0.013484713462155407,-1.0202243183224118,0.23718451705359017,-0.5280687050172802,0.25618744043270514,-0.3444934301508389,-0.5728061178016121,-0.28364866604821326,0.3814163652191009,-0.28101424128592517,7.0,1.0,2.0
