Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Overall_happiness_score,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_government_satisfaction,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Avg_education_importance,Num_of_kids_born_last_10_years,Financial_agenda_matters,Vote
161.288069738286,22755.8296915825,7.0,53.762689912762006,1.0,423.264344260067,1.0,1.0,1.0,0.18748566717840698,0.456733155297115,877.6054270565511,1.5362454927526399,18.125691707246002,5.997000000000001,4003.0,59.0649414341897,374.711543771287,4982.06653014325,46749.6561264805,1.0,179152.705121905,,169.039156028064,33.6499691009521,2954.18951656856,70.0,1.0,2.0,587.767666697477,9.0,1.0,1.0,416.401685754624,1.0,0.0,7.0
998.305010499463,182241.907281033,7.0,332.76833683315397,1.0,547.653989605408,0.0,0.0,1.0,0.938126464840025,0.116203639656305,114.44511893205299,8.34107158239931,67.54267024807629,5.75,8250.0,78.4190649399534,564.472432477556,6605.484761009189,63443.8916343375,1.0,299924.89233072,23.758628589999798,135.906116074428,23.240273282863196,111077.534335537,70.0,0.0,2.0,757.920571078192,13.0,2.0,2.0,390.2599657757,0.0,0.0,12.0
151.67023327008698,3152.4901830990398,2.0,50.5567444233623,0.0,62.3554823210151,1.0,0.0,1.0,0.0709693604148924,0.106512280879542,922.584729269147,5.44814549153671,3.33239105530083,10.350999999999999,5649.0,39.612288773059795,172.355613321997,968.266049854146,15642.549273023502,0.0,3888.2061754864294,13.128427678972,718.01899129151,47.181479260325396,2616.5411511125303,60.0,2.0,,178.617709087258,11.0,2.0,1.0,34.5242177307171,1.0,1.0,4.0
265.580975824926,22308.2792360213,5.0,88.52699194164221,0.0,251.994095210274,1.0,1.0,1.0,0.693939783610404,0.529819352552295,42.314359219744794,2.91672306135297,51.642242539673994,7.603,4397.0,8.34582191891968,374.799061421647,3269.5390749460303,49025.6659819541,1.0,63501.0240208447,19.359727824059103,311.842250659817,55.15764656011021,7935.55529417722,30.0,2.0,5.0,683.341205010242,7.0,2.0,3.0,641.645280419465,1.0,0.0,5.0
1053.21255548617,190238.504707977,7.0,351.07085182872396,1.0,541.880659465254,0.0,1.0,0.0,0.00656023155897856,0.49393554357811803,777.415378019214,2.68457208061591,28.160235774703303,8.73,5270.0,25.933318003080803,315.884202091839,6050.5749988362095,48757.333364951795,1.0,293634.649102498,17.7731314655532,224.066151064524,28.2780932728201,123611.813855575,70.0,1.0,2.0,648.801804061688,9.0,3.0,0.0,620.635912465014,2.0,0.0,12.0
221.052703848979,20496.8839277289,4.0,73.6842346163263,0.0,278.17190521766497,1.0,1.0,1.0,0.6998673994094129,0.8844620811287309,318.465193733573,1.18446432054043,96.996731357649,1.287,8713.0,53.1878755660728,512.790166536846,3807.29938525034,61225.8242136442,1.0,77379.6088524254,22.644870645178,281.46126184767,39.606393594294794,5513.050665610141,80.0,2.0,1.0,825.7128730570199,14.0,3.0,2.0,672.769065304185,2.0,0.0,2.0
409.499968634299,53580.2326514953,1.0,136.499989544766,1.0,392.52920699985197,1.0,0.0,0.0,0.599528924096376,0.619006920605898,667.486416175961,6.85969844926149,32.4452328728512,1.015,8985.0,71.00063660182059,422.309169349336,4769.910408697199,50656.7111633598,0.0,154079.17834793302,20.550162270632697,144.171957452926,88.3913591504097,18778.7471352661,90.0,1.0,2.0,641.048153471245,13.0,1.0,3.0,443.433960713714,0.0,1.0,7.0
195.454921762986,33390.499485885695,7.0,65.1516405876619,0.0,512.504354222033,0.0,0.0,0.0,0.81742005283013,0.10178807913325699,268.472371390089,2.91246919427067,34.5937809441239,6.596,3404.0,61.884841532446394,462.486467695243,6050.01647761082,56271.394851175,1.0,262660.713096544,21.505498545610198,56.87080634697929,20.1235760236159,4319.88791185154,70.0,2.0,3.0,697.051374038813,6.0,1.0,1.0,459.126235381782,0.0,0.0,1.0
135.463140296703,20848.0645376848,2.0,45.1543800989011,0.0,461.706361421008,1.0,0.0,0.0,0.477205914910883,0.516455826116726,343.415624694899,5.13644536957145,36.7027644999325,3.688,6312.0,33.574914466589696,521.93111433582,5660.92584288172,61593.6030927534,2.0,213172.76417662602,22.845811746047,49.004569096065204,98.8149506505579,2094.07242221493,60.0,1.0,1.0,776.563112995005,9.0,0.0,1.0,521.308947901334,3.0,1.0,7.0
102.341558818218,17785.6883345583,1.0,34.1138529394061,1.0,521.362637229798,0.0,1.0,0.0,0.706133948871866,0.828855272615328,248.91603644937302,6.70163553673774,17.5249273888767,0.759,9241.0,55.40438368916511,486.754809769233,6187.135991836451,58628.964407776104,0.0,271818.99949921,22.062520476347103,38.62685605413571,92.22205465193841,1207.86881531083,90.0,1.0,1.0,725.550696718134,8.0,2.0,3.0,470.670208405688,0.0,1.0,1.0
