Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Overall_happiness_score,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_government_satisfaction,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Avg_education_importance,Num_of_kids_born_last_10_years,Financial_agenda_matters,Vote
293.071884550639,35653.6345876416,7.0,97.69062818354641,0.0,364.96473869175696,1.0,1.0,0.0,0.776518397498876,0.41211399575695395,188.62190144136503,2.97788148047403,11.3956941757351,5.985,4015.0,66.4161054883152,418.199049097223,4486.04548511202,50606.8114747238,2.0,133199.26048834302,20.449915625674898,159.703097278615,59.30398325435821,9651.149463079459,70.0,2.0,5.0,,13.0,2.0,,475.934216921137,0.0,1.0,7.0
261.326717317144,80339.3248711032,1.0,87.1089057723814,1.0,922.286006909932,0.0,0.0,0.0,0.834697861457244,0.7838015658780929,419.831857318059,4.86860918346792,95.2019217656925,8.135,7865.0,72.8816048009321,995.2166600375521,,114105.86791477901,2.0,850611.478541866,31.5470546967154,724.2716315650309,84.73700701724741,7685.070370634009,90.0,1.0,3.0,1396.82952938362,14.0,3.0,4.0,817.811869317666,0.0,0.0,10.0
187.834398043837,48535.4798182605,7.0,62.6114660146124,1.0,775.1851682714661,0.0,0.0,0.0,0.8300629006698729,0.908328829100356,983.242359943688,3.26405666768551,53.5243252059445,6.584,9416.0,17.4163807881996,704.6677585458381,9161.18719980634,88599.8617452176,0.0,600912.045108061,,474.681211576978,86.6785042919219,3992.8071425135795,70.0,2.0,1.0,1125.81282997352,12.0,1.0,2.0,828.1866609102431,0.0,1.0,4.0
38.5102870140893,114.895181930685,1.0,12.836762338029802,1.0,8.95047979429364,1.0,1.0,0.0,0.587019350379705,0.267937577329576,855.952621204779,5.476728191133589,91.68032635934651,12.145,3855.0,55.5615847697482,3.29493041487015,96.0946587726767,518.654157464241,2.0,80.1110885480588,1.8151943187631898,856.3828540706579,5.78474265057594,187.61922966108997,90.0,0.0,4.0,6.09747595654374,14.0,0.0,2.0,4.47398120746249,0.0,0.0,9.0
130.701994393346,20047.926264786598,1.0,43.5673314644487,0.0,460.159610214958,1.0,1.0,0.0,0.5969025688245889,0.8943750513717529,306.610757019371,6.17917041527107,40.341492113657296,6.737,3263.0,30.945114861242498,445.40311325040994,5492.4023286504,54297.1503719979,1.0,211746.86687318198,21.1045756472479,73.3898269390461,55.6262532249093,1951.6797023975896,90.0,1.0,1.0,682.578500736231,9.0,2.0,1.0,471.39947557873296,0.0,0.0,11.0
670.9963343738269,66584.33612136901,1.0,223.66544479127603,1.0,297.696124600317,1.0,0.0,1.0,0.44042033166624606,0.5691124370787289,316.94032135419496,5.38753593573347,59.30320573970679,0.327,9673.0,,283.377884400777,,40054.2142119059,2.0,88622.98260204769,16.8338315424854,298.551266580475,44.80648443568499,50259.8966384705,90.0,1.0,2.0,552.704259325913,10.0,2.0,4.0,535.789101810364,0.0,1.0,11.0
571.0251736758901,8328.96065388455,1.0,190.34172455862998,0.0,43.75793417443279,1.0,0.0,0.0,0.459988734219223,0.30795718356967,551.926454296336,3.3212246606126405,9.215515386313198,8.164,7836.0,68.7980528688058,398.44506909139506,1234.46947992712,36243.3904328349,2.0,1914.7568032139898,19.9610888753944,579.426254101669,89.98491801321511,36430.313832512,90.0,2.0,1.0,441.756790916177,13.0,1.0,0.0,157.560870632956,0.0,1.0,4.0
1530.3790965897501,116930.26062370099,7.0,510.126365529916,1.0,229.218226158991,,1.0,1.0,0.0389637399930507,0.0928145956713706,0.0476096756756306,8.06305911857635,98.21780379861592,4.85,9150.0,99.40238108392799,630.253070266917,3552.68840212375,74956.2416526023,1.0,52540.9952034746,25.104841570241298,498.180504157389,37.4711895827204,260749.035174292,,1.0,2.0,1038.8297203462598,9.0,0.0,1.0,897.360268980265,0.0,1.0,0.0
566.671302821012,84220.7438914737,4.0,188.890434273671,0.0,445.870878614487,1.0,1.0,1.0,0.37028936645947397,0.5492535911034789,885.061973938718,9.18217935133725,37.6175876939669,4.974,5026.0,85.28332372661679,495.07389489123597,5448.85657592735,59467.3394712775,1.0,198800.840396455,22.250256063498203,64.10236958663711,58.950451132841394,35878.4865943696,80.0,0.0,0.0,,14.0,1.0,3.0,533.983606240534,,0.0,7.0
43.72818828882521,6885.1563399057495,4.0,14.5760627629417,0.0,472.360503099,1.0,0.0,0.0,0.693585389526561,0.194253746420145,833.0072474200281,8.07751828804612,54.5642950106412,6.401,3599.0,83.1846651621163,394.919316258242,5513.443663506479,50266.650680265404,2.0,223124.44488794,19.8725769908747,114.86661555416599,45.561242080293596,237.037668432158,80.0,0.0,2.0,634.032496397166,12.0,1.0,,462.738122909695,0.0,0.0,7.0
