Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Overall_happiness_score,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_government_satisfaction,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Avg_education_importance,Num_of_kids_born_last_10_years,Financial_agenda_matters,Vote
510.697451941932,150724.404207045,1.0,170.232483980644,0.0,885.403306599124,0.0,0.0,1.0,0.8308602515608071,0.49186595319770293,513.076360803097,6.65775688597932,6.83877079281956,12.356,3644.0,94.329283805564,753.843007609248,10361.7190812097,94044.46777272961,1.0,783939.015336663,27.456201623845402,557.28354735332,73.8963663578033,29159.3310862009,90.0,1.0,0.0,1173.19840602573,14.0,1.0,3.0,812.3987370349839,0.0,1.0,4.0
61.258030736361896,73.9180387280551,1.0,20.419343578787302,1.0,3.6200007332677,1.0,1.0,0.0,0.178440603194758,0.68424154073,915.826534153894,3.55199775658548,4.47437029797584,9.918,6082.0,44.1669328836724,63.9121222516897,164.024251836056,7739.3278563515905,1.0,13.1044053088587,7.994505754059451,766.477165973696,69.5415580878034,447.36893576735,90.0,0.0,3.0,113.639824529214,11.0,0.0,2.0,111.513828858733,0.0,0.0,10.0
1004.2482278270401,170092.781473696,2.0,334.749409275681,1.0,508.119736019062,0.0,0.0,1.0,0.503815889824182,0.6725315514486279,802.9465933796021,5.376065236050639,76.29646458663049,4.745,9255.0,71.9620393123478,320.951981769808,5723.1013237302395,43289.1473927223,1.0,258185.666132081,17.9151327589222,210.18275277397203,12.289070920087399,112401.916419693,60.0,2.0,1.0,534.77643847329,10.0,1.0,2.0,390.215362557114,0.0,0.0,12.0
308.443942590368,39264.860252408,4.0,102.81464753012301,0.0,381.89947829081706,1.0,1.0,0.0,0.14697983697988098,0.959437364945188,25.962659856304498,7.533295718021691,17.9219614947215,1.4069999999999998,8593.0,27.7060169959441,390.700810945916,4600.3964048,48126.5613525733,0.0,145847.211518798,19.766153165093,168.145525888044,73.558035120368,10683.6663942735,,2.0,2.0,615.433837375104,12.0,2.0,1.0,451.226319389396,0.0,0.0,7.0
71.5574274131982,9041.988599929771,0.0,23.8524758043994,0.0,379.07966762352004,1.0,1.0,1.0,0.28510644496418497,0.25130512425676,,4.84261858975515,12.6032969681546,6.686,3314.0,65.2663592947647,425.65546131225096,4642.1075988596995,51696.637419647195,1.0,143701.394405558,20.6314192752765,142.545235159143,35.26698150672021,602.7930778038581,100.0,0.0,1.0,664.472798575276,12.0,0.0,3.0,486.949833263795,0.0,1.0,7.0
319.531016467406,49184.769664967695,4.0,106.51033882246901,1.0,461.783994011593,1.0,0.0,1.0,0.198081123409793,0.8442747201770541,89.8810564540327,7.7558196894824505,72.9433992179111,2.741,7259.0,36.021266109310105,448.8847560341599,,,1.0,213244.45712529897,21.1869005763977,99.2039617704196,2.00407300144434,11460.9626148996,80.0,2.0,2.0,738.1489959928081,13.0,3.0,2.0,575.948632321811,2.0,1.0,7.0
369.14062998756003,2560.99797181545,2.0,123.04687666251999,0.0,20.81318958497,1.0,1.0,0.0,0.44643038953654496,0.9109915809240191,,8.48244824213907,6.176044978201389,6.369,9631.0,93.2081849081442,195.998419309035,600.12873446777,18067.935507200902,1.0,433.188860699904,13.999943546637402,701.0095436743981,57.5437227729708,15273.580733063898,60.0,1.0,4.0,222.702455891707,10.0,0.0,2.0,88.4451191101574,1.0,0.0,4.0
290.995273544038,82443.2398118755,7.0,96.99842451467951,1.0,849.944112230387,0.0,0.0,0.0,0.768769262591377,0.392561828717589,957.222368801013,2.2270479681901603,80.2284331992269,7.428999999999999,8571.0,58.835487347096205,755.624225130305,10010.689572564499,95592.4310994683,0.0,722404.9939151009,27.488619920438104,589.556311274104,33.5720630595461,9515.69278284465,70.0,1.0,2.0,1214.9136742996,9.0,0.0,2.0,899.714920918579,1.0,0.0,4.0
359.67398295525805,64666.15124402731,5.0,119.891327651753,1.0,539.373051500961,0.0,0.0,0.0,0.637626302661374,0.0530910859815776,735.935573000461,7.7444013371132305,75.45393016189341,7.332999999999999,4667.0,55.413887393660794,484.26547076749495,6362.261456544599,67043.1038219693,0.0,290923.288685458,22.006032599437297,334.546697864436,90.12467360589649,14503.821773751699,30.0,0.0,1.0,905.700669820262,8.0,0.0,3.0,831.8488819588409,1.0,1.0,5.0
975.048831146509,139396.145654869,7.0,325.016277048836,1.0,428.889737217449,1.0,1.0,1.0,0.75937544927001,0.257923674536869,487.94369120150805,5.91584546957165,41.2725386442617,1.5,8500.0,52.427974482998295,425.61574374717003,5140.12885966883,54582.7741564763,0.0,183946.406690452,20.6304567023411,127.78366872045099,85.437029064633,105970.596623735,70.0,0.0,3.0,713.821167529113,13.0,3.0,2.0,575.756048869829,0.0,1.0,7.0
